amount,transaction_hour,payment_method,location,device_type,is_new_device,location_mismatch,previous_failed_transactions,transactions_last_24h,account_age_days,customer_avg_transaction_amount,is_weekend,fraud_label
2079.47,22,UPI,Kolkata,iOS,1,0,2,3,734,882.71,0,0
120.57,18,UPI,Bengaluru,Android,0,0,1,6,10,3924.02,1,0
2527.28,22,Credit Card,Mumbai,Android,0,0,1,5,142,1118.26,0,0
1270.78,10,Debit Card,Jaipur,Android,0,0,2,5,125,896.79,1,0
1670.06,11,Debit Card,Noida,Android,0,1,1,2,324,1943.51,0,0
1245.04,20,Wallet,Gurugram,iOS,0,0,1,2,50,2627.17,0,0
4034.3,7,Debit Card,Noida,Android,0,0,1,3,1393,1261.24,0,0
5515.02,22,Debit Card,Noida,Android,0,0,0,4,330,1673.64,0,0
2388.92,14,UPI,Mumbai,iOS,1,0,1,2,1070,1892.43,0,0
1282.07,21,UPI,Hyderabad,Android,0,0,1,2,1531,2227.38,0,0
1727.11,11,Debit Card,Pune,iOS,0,0,0,5,136,2164.38,1,0
1835.63,18,UPI,Noida,Web,0,0,0,2,410,2003.63,1,0
806.83,14,UPI,Mumbai,Android,0,0,0,1,2106,826.0,0,0
3211.43,16,UPI,Noida,iOS,0,0,3,4,1032,1414.26,1,0
2851.45,14,UPI,Delhi,Android,0,0,0,2,26,784.63,0,0
8399.97,22,Debit Card,Pune,Android,0,0,1,7,2073,3046.52,1,0
6316.32,17,UPI,Noida,iOS,1,0,0,4,14,1225.19,0,0
906.75,9,UPI,Noida,iOS,0,0,1,4,20,1716.05,0,0
4088.12,21,UPI,Kolkata,iOS,0,0,1,5,620,1491.72,1,0
695.47,10,Debit Card,Kolkata,Web,0,0,0,3,602,1130.73,1,0
3610.04,12,Debit Card,Jaipur,Android,0,0,0,3,1052,1428.02,1,0
1073.77,6,UPI,Gurugram,iOS,0,0,2,3,217,740.99,0,0
646.96,21,Debit Card,Mumbai,iOS,0,0,1,2,396,1116.11,1,0
2381.74,10,UPI,Delhi,Android,0,1,1,6,1157,1455.62,0,0
124.09,9,Debit Card,Mumbai,Web,0,1,0,2,845,2230.86,0,0
312.49,21,Debit Card,Bengaluru,Android,0,0,1,6,331,899.28,0,0
1507.26,19,Net Banking,Gurugram,iOS,0,0,0,2,1146,4293.08,0,0
1954.68,7,UPI,Jaipur,iOS,0,0,0,9,395,597.82,0,0
1244.17,19,UPI,Kolkata,Android,0,0,1,1,453,3300.85,0,0
370.96,21,UPI,Chennai,Android,0,0,0,2,529,796.77,0,0
794.45,5,UPI,Chennai,Android,0,0,1,4,279,646.97,0,0
2661.78,19,UPI,Pune,Android,0,1,1,3,203,1065.1,0,0
3220.6,15,UPI,Mumbai,Android,0,0,0,6,681,2382.87,1,0
1771.03,17,UPI,Delhi,Android,0,0,1,8,102,498.32,0,0
5723.73,14,Wallet,Delhi,Android,0,1,1,4,416,1102.0,0,0
2678.3,18,UPI,Bengaluru,Android,0,0,0,3,230,1841.8,1,0
852.43,1,Net Banking,Delhi,Android,0,0,1,6,287,1235.4,1,0
1359.73,19,Debit Card,Gurugram,Android,0,0,1,6,371,1297.2,0,0
442.6,1,Wallet,Jaipur,iOS,0,0,1,3,136,2193.28,0,0
1615.51,13,Wallet,Chennai,iOS,0,0,0,2,403,2827.63,0,0
5473.33,8,Debit Card,Gurugram,Android,0,0,0,2,796,1329.35,1,0
3571.83,19,Debit Card,Chennai,Android,0,0,0,4,160,1998.61,1,0
7314.04,10,UPI,Delhi,Web,0,0,2,3,1150,2382.47,0,0
1329.63,13,Credit Card,Kolkata,Android,0,0,0,8,341,730.59,0,0
6916.34,13,Wallet,Kolkata,iOS,0,0,0,3,820,1493.69,0,0
1483.62,19,UPI,Hyderabad,Android,1,0,0,5,683,535.62,0,0
7841.04,14,UPI,Bengaluru,Android,0,0,0,5,313,3977.84,1,0
1761.08,19,Debit Card,Delhi,iOS,0,0,0,2,1001,2949.52,1,0
3651.06,4,Credit Card,Kolkata,Web,1,0,1,4,18,1142.97,0,0
7868.75,8,Debit Card,Chennai,Web,0,0,1,3,181,1923.02,1,0
1483.43,15,UPI,Jaipur,iOS,0,0,0,2,10,284.8,0,0
2239.33,22,Credit Card,Delhi,Android,0,0,0,5,944,4751.29,0,0
6531.59,5,UPI,Delhi,Android,0,0,0,9,86,1022.22,0,1
1575.83,2,Wallet,Bengaluru,Android,0,0,2,2,315,2419.17,0,0
480.41,8,UPI,Bengaluru,Android,1,0,1,4,566,761.29,1,0
15345.06,17,Debit Card,Mumbai,Web,0,0,2,4,2109,4511.11,0,0
1125.27,12,UPI,Noida,Android,0,0,1,5,3000,1712.77,0,0
2109.69,19,UPI,Noida,Android,0,1,1,5,1224,368.97,0,0
5719.0,4,UPI,Pune,Android,0,0,1,5,462,2028.61,0,1
979.51,8,UPI,Chennai,Android,1,0,1,2,85,1641.94,1,0
656.99,10,Credit Card,Pune,Android,0,0,0,3,268,824.9,0,0
2319.9,16,UPI,Delhi,Android,0,0,0,3,1202,2425.8,1,0
299.61,17,UPI,Mumbai,Android,0,0,1,4,1887,1314.85,0,0
1349.7,7,UPI,Kolkata,iOS,0,0,1,1,642,2624.9,0,0
2299.81,22,Debit Card,Delhi,iOS,1,0,0,3,983,1054.41,0,0
1374.15,11,UPI,Noida,Android,0,0,1,2,962,1311.29,0,0
384.56,18,UPI,Bengaluru,iOS,0,0,1,3,1973,1577.19,1,0
8863.7,15,Credit Card,Hyderabad,iOS,0,0,1,7,992,2045.65,0,0
1996.36,9,Wallet,Kolkata,Android,0,0,1,9,270,1395.09,0,0
7530.33,20,Wallet,Jaipur,Android,0,0,1,6,388,2644.14,1,0
1387.84,19,Wallet,Kolkata,Web,1,0,1,4,168,531.75,1,0
746.6,12,UPI,Mumbai,Android,0,0,2,5,101,5192.26,0,0
2356.01,16,Debit Card,Chennai,Android,0,0,1,4,261,2895.59,1,0
1450.63,9,Debit Card,Noida,Android,1,0,0,5,670,2761.76,0,0
554.34,17,Wallet,Gurugram,iOS,0,0,0,6,540,1734.51,1,0
7826.93,10,UPI,Chennai,iOS,0,0,0,4,836,990.88,0,0
966.1,20,Wallet,Mumbai,Web,0,0,1,6,1349,2732.48,0,0
285.8,9,UPI,Hyderabad,Android,1,0,0,6,31,2330.64,0,0
6793.41,0,Credit Card,Chennai,Android,0,0,3,6,172,1204.43,0,0
1087.07,10,UPI,Pune,iOS,0,0,1,7,909,1445.59,0,0
980.16,8,UPI,Pune,Android,1,0,0,1,1538,1418.61,0,0
308.02,14,Credit Card,Delhi,Android,0,0,1,2,1651,888.58,1,0
10264.88,8,UPI,Pune,Android,0,0,0,5,122,2325.9,0,0
495.74,19,Debit Card,Jaipur,Android,0,0,0,7,64,1289.23,0,0
1908.34,9,Credit Card,Delhi,Web,0,1,3,3,1608,2066.41,1,1
4483.51,18,Debit Card,Chennai,iOS,0,0,1,4,41,1803.68,0,0
2744.24,16,UPI,Kolkata,Android,0,0,0,2,650,510.58,0,0
1695.76,23,Net Banking,Noida,iOS,0,0,0,5,305,3357.34,0,0
328.28,23,Debit Card,Chennai,iOS,0,0,0,3,195,6239.87,1,0
800.96,20,UPI,Mumbai,Web,0,0,2,5,191,963.46,1,0
2171.87,18,Debit Card,Bengaluru,Web,0,0,1,2,266,1540.83,0,0
819.23,12,UPI,Kolkata,Android,0,0,0,3,270,4173.24,0,0
2205.92,18,UPI,Jaipur,Web,0,0,2,2,1013,2224.65,0,0
3559.18,22,Credit Card,Hyderabad,Android,0,0,0,3,455,492.27,1,0
4712.83,1,Credit Card,Delhi,Android,0,0,1,9,1703,1339.53,0,0
528.14,15,UPI,Bengaluru,Android,0,0,1,4,612,1235.19,0,0
16190.63,9,UPI,Jaipur,Android,0,0,0,1,314,927.22,0,0
3877.79,15,Net Banking,Mumbai,Web,0,0,0,5,456,1396.92,0,0
1796.92,13,UPI,Gurugram,iOS,0,0,0,5,1682,2474.63,0,0
5351.21,16,UPI,Delhi,iOS,1,0,0,5,1079,890.42,1,0
19167.08,15,Net Banking,Gurugram,Web,0,0,1,4,1549,3147.74,0,0
427.02,22,UPI,Jaipur,Android,1,0,1,4,738,3143.09,0,0
1436.95,15,Debit Card,Chennai,Android,0,0,0,2,600,1280.41,0,0
166.85,20,UPI,Pune,iOS,0,1,0,3,169,883.13,0,0
2182.43,10,Credit Card,Pune,Web,0,0,0,8,261,3732.19,1,0
2593.95,13,UPI,Pune,Web,0,0,0,2,35,442.81,0,0
1730.87,14,Net Banking,Gurugram,Android,0,0,0,3,514,3118.28,0,0
935.43,10,UPI,Gurugram,Web,0,0,0,4,612,2526.1,1,0
231.84,12,Credit Card,Jaipur,Web,0,0,0,4,833,3342.22,0,0
2615.15,16,Net Banking,Kolkata,Android,0,0,0,1,1162,297.82,0,0
7715.42,16,Net Banking,Bengaluru,iOS,0,0,1,3,209,1681.49,0,0
996.77,17,UPI,Kolkata,Android,1,0,2,9,116,894.0,0,0
2795.04,11,Debit Card,Chennai,Android,0,0,1,5,74,1755.5,0,0
375.18,10,UPI,Gurugram,Web,0,0,0,3,469,1927.74,1,0
2843.4,16,Credit Card,Noida,iOS,1,0,0,1,186,5536.82,0,0
1214.59,7,UPI,Jaipur,iOS,0,0,1,5,131,752.36,0,0
839.77,9,UPI,Pune,Web,0,0,2,5,487,1016.66,0,0
841.49,2,UPI,Chennai,Android,0,0,3,5,551,757.28,1,0
1214.31,4,Credit Card,Jaipur,Android,0,0,2,5,90,2244.87,0,0
2638.52,9,Credit Card,Mumbai,Android,0,0,0,3,445,4923.43,0,0
484.63,0,UPI,Bengaluru,iOS,1,0,0,5,59,1670.58,0,0
1210.06,9,Credit Card,Bengaluru,Web,0,0,0,4,930,1259.58,1,0
1726.88,17,Net Banking,Hyderabad,iOS,0,0,1,3,530,3898.3,0,0
599.74,3,Debit Card,Bengaluru,Web,0,1,0,2,545,2573.1,1,0
10853.11,13,Credit Card,Kolkata,iOS,0,0,0,1,757,334.26,0,0
766.66,21,Wallet,Pune,iOS,0,0,0,3,145,2787.27,0,0
921.59,19,Credit Card,Noida,iOS,0,0,1,5,124,1244.19,0,0
676.7,10,UPI,Mumbai,Web,1,1,1,3,225,732.39,0,0
10872.83,21,Credit Card,Mumbai,Android,0,0,0,6,519,4054.23,0,0
3128.93,11,UPI,Delhi,Android,0,0,0,3,1044,859.59,0,0
705.53,4,Debit Card,Chennai,Android,1,0,0,5,2763,833.76,0,0
5441.3,23,Net Banking,Kolkata,Web,0,0,1,2,1034,686.6,1,0
2200.06,20,UPI,Gurugram,Web,0,0,0,4,407,782.63,0,0
2328.07,13,UPI,Chennai,Android,0,0,0,4,514,957.5,0,0
1275.46,17,UPI,Delhi,Web,0,0,1,2,199,1748.32,1,0
850.76,17,UPI,Bengaluru,Android,0,0,0,4,151,953.38,1,0
2523.26,8,Debit Card,Noida,Android,0,0,0,1,92,1356.01,0,0
1043.62,8,Credit Card,Bengaluru,Web,0,0,0,5,437,1133.19,0,0
11073.36,14,UPI,Kolkata,Android,0,1,1,4,116,1682.25,0,0
505.86,21,Debit Card,Jaipur,Android,0,0,2,1,33,2805.27,0,0
8364.06,0,UPI,Bengaluru,Android,0,0,0,1,119,1149.32,0,0
1610.38,19,Net Banking,Mumbai,Android,0,0,1,6,292,1653.63,0,0
2427.53,3,UPI,Jaipur,iOS,0,0,1,4,153,1184.84,1,0
4141.03,14,Credit Card,Pune,Android,1,1,1,3,149,3156.09,0,0
958.43,17,UPI,Mumbai,iOS,0,0,0,7,170,716.06,1,0
4271.8,17,UPI,Jaipur,iOS,0,0,2,3,1296,6261.15,0,0
120.06,3,Debit Card,Chennai,Android,1,0,1,1,51,772.01,1,0
876.16,12,UPI,Chennai,iOS,1,0,0,5,233,4657.48,0,0
714.43,16,Wallet,Chennai,Web,0,0,1,3,301,1063.4,0,0
513.9,4,Credit Card,Pune,Android,0,0,0,3,197,1128.96,0,0
1451.84,7,Wallet,Bengaluru,iOS,0,0,0,2,287,867.22,0,0
2647.29,17,Net Banking,Jaipur,Web,0,0,1,3,595,975.63,1,0
3634.41,15,UPI,Chennai,Android,0,0,1,4,90,804.55,0,0
2290.26,8,Credit Card,Noida,Android,0,0,1,7,267,2059.28,0,0
925.05,15,Debit Card,Hyderabad,Android,0,1,1,3,89,766.55,0,0
2603.36,21,UPI,Chennai,iOS,1,0,0,7,786,385.82,1,0
2038.21,0,Wallet,Delhi,Android,0,0,0,10,1190,794.72,1,0
4589.83,17,Credit Card,Delhi,Android,0,0,2,4,485,1924.91,0,0
3914.64,5,Debit Card,Noida,Android,0,0,2,4,36,3131.98,1,0
1855.7,0,UPI,Mumbai,Android,0,0,1,4,352,5722.2,1,0
733.84,8,Debit Card,Jaipur,iOS,0,0,0,6,326,2200.59,1,0
936.91,13,UPI,Jaipur,iOS,0,0,0,2,961,4286.87,1,0
1038.73,19,Debit Card,Kolkata,Android,0,0,1,2,34,3547.05,1,0
1313.27,10,Credit Card,Kolkata,Android,0,0,0,2,2170,637.4,0,0
2353.34,16,UPI,Gurugram,iOS,0,0,2,8,143,2776.49,0,0
3680.18,12,Net Banking,Delhi,iOS,0,0,1,4,1030,1699.33,0,0
1710.3,9,Debit Card,Mumbai,Web,0,0,1,5,941,5404.72,0,0
1829.26,14,Net Banking,Delhi,Android,0,0,2,4,874,1028.8,0,0
2077.35,19,UPI,Delhi,iOS,0,0,1,5,82,3346.49,0,0
1074.53,20,Credit Card,Hyderabad,Android,1,0,0,7,51,4690.84,1,0
713.48,20,Credit Card,Noida,Web,0,0,0,6,355,1788.12,1,0
311.1,11,Debit Card,Jaipur,Android,0,0,2,3,805,3737.25,1,0
898.2,19,UPI,Noida,iOS,0,0,0,7,685,856.08,0,0
2889.06,9,UPI,Gurugram,Android,0,0,1,4,897,1938.5,1,1
891.25,18,Wallet,Mumbai,Android,0,0,0,1,75,4458.02,0,0
1419.04,22,UPI,Kolkata,Android,0,1,0,2,333,3322.96,0,0
2869.73,0,Net Banking,Hyderabad,Android,0,0,1,5,374,1507.63,0,0
3029.74,13,UPI,Bengaluru,Android,0,0,0,7,166,481.5,1,0
611.56,17,Net Banking,Hyderabad,Android,0,0,1,1,515,575.29,1,0
4878.54,18,Debit Card,Hyderabad,Android,1,0,0,1,25,649.74,1,0
5557.44,8,Debit Card,Bengaluru,Android,0,0,2,1,896,1502.68,0,0
581.55,23,UPI,Gurugram,iOS,0,0,0,1,145,1284.9,0,0
789.74,16,Wallet,Noida,iOS,1,0,0,2,811,1139.25,0,0
5923.2,8,Credit Card,Jaipur,Android,0,0,0,4,45,1428.68,0,0
1554.16,0,Debit Card,Mumbai,Android,0,0,0,1,412,985.23,0,0
195.54,19,UPI,Bengaluru,Android,0,0,0,3,150,1476.03,0,0
444.02,5,Credit Card,Jaipur,Android,1,0,0,3,297,583.59,0,0
1402.73,7,Wallet,Kolkata,Android,0,0,1,3,1297,2263.02,0,0
562.56,16,UPI,Chennai,Android,0,1,1,4,355,9483.17,1,0
1190.49,16,Debit Card,Delhi,Web,0,0,1,4,190,2556.68,0,0
1859.27,17,UPI,Delhi,Web,0,0,0,4,217,7850.72,0,0
7768.22,12,Wallet,Noida,Android,0,0,2,4,604,4393.96,0,0
1346.26,19,Net Banking,Pune,iOS,0,0,2,3,804,882.43,0,0
5261.04,23,UPI,Hyderabad,Android,1,0,0,3,25,1015.59,0,0
7512.34,10,UPI,Bengaluru,Android,1,0,1,4,413,912.8,0,0
7554.14,18,Credit Card,Gurugram,Web,0,0,0,5,327,6550.84,1,0
2392.98,21,UPI,Gurugram,Android,1,0,0,7,294,3210.5,0,0
252.71,17,Credit Card,Hyderabad,iOS,1,1,2,5,315,1753.34,0,0
2853.69,17,UPI,Noida,Android,0,1,0,7,737,1185.58,1,0
5135.55,9,UPI,Hyderabad,iOS,1,1,0,1,3000,322.22,1,0
1659.84,15,UPI,Noida,Android,0,0,0,8,2229,1803.98,0,0
10302.33,15,UPI,Kolkata,iOS,0,0,1,1,735,1906.36,0,0
4252.98,18,UPI,Pune,Android,0,0,1,4,166,1114.39,0,0
3177.39,23,Credit Card,Kolkata,Android,0,0,1,1,10,998.04,0,0
5334.35,1,Credit Card,Pune,Web,0,0,0,5,899,2225.54,0,0
2512.19,4,UPI,Pune,iOS,0,0,0,3,393,1233.93,0,0
148.82,5,Credit Card,Kolkata,Web,0,0,1,1,196,1182.61,0,0
1092.7,18,Wallet,Hyderabad,Android,0,1,0,7,327,1662.68,0,0
5959.31,7,UPI,Chennai,Android,1,0,0,3,822,2216.63,0,0
802.68,16,Debit Card,Gurugram,Android,0,0,0,4,28,2062.41,0,0
1439.53,11,Debit Card,Mumbai,Android,0,0,0,2,427,1605.63,1,1
633.15,13,UPI,Gurugram,iOS,0,0,1,4,286,2551.41,0,0
10715.69,9,UPI,Chennai,Web,0,0,0,3,139,747.4,0,0
9672.43,20,Credit Card,Jaipur,Web,0,0,0,1,1349,1651.44,1,0
743.73,16,Debit Card,Delhi,Android,0,0,3,5,767,4972.17,1,0
2085.66,22,UPI,Kolkata,Android,0,0,1,2,842,441.18,1,0
911.46,16,Net Banking,Chennai,Web,0,0,0,2,692,1833.06,1,0
3329.2,7,Debit Card,Bengaluru,iOS,0,0,0,4,221,1192.06,1,0
2996.57,8,UPI,Bengaluru,Web,0,1,0,3,17,1480.38,0,0
4053.14,23,UPI,Delhi,iOS,0,0,2,7,546,2735.4,0,0
2508.55,18,UPI,Kolkata,Web,0,0,1,2,241,1485.98,1,0
33892.47,2,Credit Card,Mumbai,Android,0,0,1,1,193,2629.8,0,0
643.95,18,Credit Card,Noida,iOS,0,0,0,6,679,1023.6,0,0
325.36,12,Debit Card,Hyderabad,Android,1,0,1,3,262,1227.44,1,0
1214.94,10,Debit Card,Hyderabad,iOS,1,0,0,1,2215,1428.75,0,0
375.24,8,UPI,Chennai,iOS,0,0,0,3,1417,2521.42,0,0
404.67,20,Credit Card,Gurugram,Android,0,0,0,3,27,462.5,1,0
661.31,4,UPI,Kolkata,iOS,0,0,1,2,66,1398.05,0,0
715.77,10,UPI,Bengaluru,Android,0,0,1,4,482,2243.65,0,0
692.93,10,Debit Card,Hyderabad,Android,0,0,1,3,16,4166.1,0,0
3022.26,8,UPI,Gurugram,Android,0,0,0,1,353,861.33,0,0
1085.02,14,Debit Card,Delhi,Android,0,0,1,1,311,693.89,0,0
1504.22,0,Net Banking,Noida,Android,1,0,0,1,637,1365.58,1,0
4401.83,10,Credit Card,Noida,Android,0,0,1,4,348,1657.12,1,0
836.49,21,UPI,Kolkata,Android,1,0,0,3,97,1637.01,0,0
1381.6,10,UPI,Pune,Android,0,0,1,1,118,1108.97,0,1
2594.9,11,UPI,Kolkata,Android,0,0,0,3,288,573.78,0,0
258.26,14,Credit Card,Jaipur,iOS,0,0,0,4,170,1374.61,1,0
165.78,15,Debit Card,Hyderabad,iOS,1,0,0,4,1103,2577.91,1,0
2544.42,19,Credit Card,Hyderabad,Web,0,0,1,3,3000,2350.63,0,0
2944.09,8,Debit Card,Chennai,Android,0,0,0,2,932,567.91,0,0
14182.47,20,Debit Card,Hyderabad,Web,1,0,0,2,240,626.66,0,0
2108.3,18,Debit Card,Hyderabad,Android,0,0,1,1,375,1468.55,1,0
4085.84,18,UPI,Gurugram,Android,0,0,0,4,361,1965.17,1,0
1480.4,5,Wallet,Pune,Android,0,0,0,2,1513,2810.04,0,0
2423.02,0,Credit Card,Bengaluru,Android,0,0,0,1,550,2679.32,1,0
9535.71,16,UPI,Bengaluru,Android,0,0,0,2,753,655.11,0,0
215.2,20,Net Banking,Jaipur,iOS,0,0,1,2,226,4490.03,0,0
2722.1,16,Net Banking,Noida,Web,1,0,1,2,27,1554.62,0,0
15231.62,9,Credit Card,Bengaluru,Web,1,0,0,2,149,1542.13,0,0
2386.48,6,Debit Card,Hyderabad,iOS,0,0,1,5,95,5404.98,0,0
9377.94,18,UPI,Pune,iOS,0,0,0,2,361,5140.3,1,0
959.42,18,UPI,Gurugram,Android,0,0,0,3,489,970.77,0,0
1743.23,8,UPI,Pune,Web,1,1,0,5,120,1110.78,0,0
1861.37,1,Credit Card,Bengaluru,iOS,0,1,1,4,309,8148.47,0,0
195.97,12,Credit Card,Pune,Android,0,0,1,3,440,1935.52,0,0
559.68,16,UPI,Hyderabad,iOS,0,0,0,4,200,1232.03,0,0
601.04,18,Debit Card,Chennai,Android,0,1,0,3,321,1083.61,1,0
4095.35,19,UPI,Chennai,iOS,1,0,2,5,10,3206.0,0,1
4305.7,16,UPI,Bengaluru,Web,0,0,0,3,306,1292.39,0,0
2488.86,7,UPI,Chennai,iOS,0,0,1,3,602,454.15,0,0
4103.7,17,UPI,Chennai,Web,0,0,0,1,388,3493.29,1,0
1527.51,23,UPI,Kolkata,Web,1,0,2,1,501,1048.2,0,0
5987.77,21,UPI,Gurugram,Android,0,0,0,3,897,1282.28,1,0
1815.89,20,UPI,Chennai,Android,1,0,1,3,3000,842.5,1,0
1907.23,10,UPI,Gurugram,Android,0,0,0,2,325,553.54,0,0
1380.15,18,UPI,Chennai,Web,0,0,0,5,112,1297.75,1,0
3568.83,20,Wallet,Hyderabad,Android,0,0,1,6,2286,1918.69,0,0
1181.27,17,UPI,Pune,iOS,0,0,0,6,201,2169.0,0,0
4778.94,9,Debit Card,Noida,Android,0,0,0,2,182,1280.99,1,0
580.21,22,UPI,Hyderabad,iOS,0,0,2,4,1219,2798.75,0,0
599.82,13,UPI,Chennai,Android,0,0,1,2,1340,5285.21,0,0
3579.47,7,UPI,Jaipur,Android,1,1,0,4,246,1375.81,0,0
1647.47,7,Wallet,Delhi,Android,1,0,2,2,625,1027.5,1,0
1143.27,17,UPI,Jaipur,Android,0,0,1,2,702,2487.7,0,0
4383.49,13,Debit Card,Delhi,Android,0,0,0,3,444,888.28,1,0
980.71,6,Credit Card,Noida,Web,0,0,1,3,545,7104.66,0,0
1473.42,18,UPI,Kolkata,Android,0,0,0,7,266,3469.47,1,0
7293.73,19,Wallet,Chennai,iOS,0,1,2,6,736,2771.96,0,0
8389.06,18,UPI,Gurugram,Web,0,0,1,7,1328,1149.96,1,0
8672.74,8,UPI,Delhi,iOS,0,0,0,4,1202,1552.6,1,0
1357.52,17,UPI,Bengaluru,Android,0,0,1,1,1011,1074.98,0,0
6162.54,0,UPI,Pune,Web,0,0,0,2,101,2467.15,0,0
696.86,10,UPI,Delhi,Android,0,0,1,4,865,1000.06,1,0
726.79,12,Credit Card,Pune,Android,1,0,0,3,108,4795.47,0,0
171.59,20,UPI,Mumbai,Android,1,0,2,4,960,993.61,0,0
9589.37,12,Credit Card,Jaipur,Android,0,1,3,4,233,532.26,1,0
758.67,0,UPI,Chennai,iOS,0,0,0,2,88,3531.65,0,0
1586.06,11,Net Banking,Jaipur,iOS,0,0,2,3,780,3052.28,1,0
724.31,14,UPI,Mumbai,Android,0,0,0,7,375,1699.9,0,0
3607.27,22,Credit Card,Delhi,Android,0,0,1,3,480,1434.74,1,0
1236.34,22,Debit Card,Hyderabad,Android,0,0,0,5,1180,2043.41,0,0
488.2,8,UPI,Mumbai,Android,1,0,0,2,273,2585.87,1,0
2799.52,8,UPI,Gurugram,Android,0,0,1,2,196,3177.6,0,0
429.15,8,UPI,Bengaluru,Android,0,0,0,4,304,1286.81,0,0
779.1,19,UPI,Gurugram,iOS,0,0,0,2,600,6877.74,0,0
218.91,0,UPI,Hyderabad,iOS,1,0,0,4,152,1079.51,0,0
433.37,7,Debit Card,Jaipur,Android,0,0,2,5,950,765.68,1,1
2151.82,15,UPI,Kolkata,Web,0,1,1,2,1286,2176.16,1,0
252.4,9,Credit Card,Kolkata,Android,0,0,0,3,1449,899.21,0,0
409.28,6,UPI,Pune,iOS,0,0,1,4,574,2860.15,0,0
1795.74,11,Wallet,Noida,Android,0,0,1,12,1671,4241.39,0,0
1045.17,10,UPI,Pune,iOS,1,0,0,3,87,2962.2,0,0
13194.81,14,UPI,Gurugram,Android,0,0,1,5,492,2252.88,0,0
11264.8,23,UPI,Chennai,iOS,0,0,0,5,355,677.3,1,0
755.68,7,UPI,Bengaluru,Android,1,1,0,4,2349,2894.18,0,0
3142.2,12,Debit Card,Chennai,Android,0,0,1,3,56,771.07,0,0
3807.87,21,Debit Card,Hyderabad,iOS,0,1,1,2,306,1381.29,0,0
990.35,20,Debit Card,Bengaluru,iOS,0,0,1,7,107,578.68,0,0
403.43,12,Credit Card,Delhi,Android,0,0,0,3,262,968.41,0,0
1778.0,18,Net Banking,Noida,Android,0,0,1,4,1228,1969.8,0,0
1514.28,6,Credit Card,Hyderabad,Android,0,0,1,3,153,1738.99,0,0
1164.19,18,UPI,Bengaluru,Android,0,0,0,3,408,1957.33,0,0
